"Age","LearningCategorySelftTaught","LearningCategoryOnlineCourses","LearningCategoryWork","LearningCategoryUniversity","LearningCategoryKaggle","GenderSelect","Country","EmploymentStatus","DataScienceIdentitySelect","FormalEducation","MajorSelect","Tenure","FirstTrainingSelect","ParentsEducation","EmployerIndustry","EmployerSize","EmployerSizeChange","EmployerMLTime","EmployerSearchMethod","RemoteWork","CompensationAmount","CompensationCurrency","FormalEducation_Q","Tenure_Q","EmployerSize_Q","...1","exchangeRate","frac","Salary_USD","Compensation_Median_USD","Median_to_Salary"
22,15,30,30,15,10,"Male","Ukraine","Employed part-time","","Master's degree","Mathematics or statistics","3 to 5 years","University courses","A doctoral degree","Mix of fields","100 to 499 employees","Increased slightly","Less than one year","A friend, family member, or former colleague told me","Sometimes",11400,"USD",5,3,4,1,1,0.8,11400,18800.32,1.64915087719298
37,25,20,30,25,0,"Male","United States","Employed full-time","","Master's degree","Engineering (non-computer focused)","3 to 5 years","University courses","","Mix of fields","100 to 499 employees","Increased significantly","Less than one year","A friend, family member, or former colleague told me","Sometimes",140000,"USD",5,3,4,1,1,1,140000,110000,0.785714285714286
32,75,15,0,10,0,"Male","United States","Employed full-time","Yes","Doctoral degree","Other","3 to 5 years","Self-taught","","Other","100 to 499 employees","Increased significantly","1-2 years","Some other way","Always",140000,"USD",6,3,4,1,1,1,140000,110000,0.785714285714286
26,80,0,0,20,0,"Male","Canada","Employed full-time","No","Bachelor's degree","Mathematics or statistics","6 to 10 years","Self-taught","A bachelor's degree","Insurance","1,000 to 4,999 employees","Increased slightly","6-10 years","A career fair or on-campus recruiting event","",80000,"CAD",4,4,6,7,0.823688,0.95,65895.04,74131.92,1.125
30,50,0,50,0,0,"Male","United States","Employed full-time","Yes","Bachelor's degree","A social science","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A professional degree","Internet-based","1,000 to 4,999 employees","Increased significantly","6-10 years","A general-purpose job board","Rarely",110000,"USD",4,4,6,1,1,1,110000,110000,1
37,20,20,30,0,30,"Male","India","Employed full-time","Sort of (Explain more)","Bachelor's degree","Other","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","10,000 or more employees","Increased slightly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Never",2200000,"INR",4,5,8,3,0.01562,0.94,34364,15114.75,0.439842567803515
40,50,0,50,0,0,"Male","Spain","Independent contractor, freelancer, or self-employed","","Master's degree","Computer Science","More than 10 years","Work","A bachelor's degree","Pharmaceutical","","","","","Always",30000,"EUR",5,5,NA,2,1.195826,0.98,35874.78,46637.214,1.3
49,80,10,10,0,0,"Male","United States","Independent contractor, freelancer, or self-employed","No","Professional degree","","3 to 5 years","Self-taught","A bachelor's degree","CRM/Marketing","","","","","Rarely",80000,"USD",2,3,NA,1,1,1,80000,110000,1.375
34,25,20,40,10,5,"Male","India","Employed full-time","","Master's degree","Computer Science","More than 10 years","Work","A master's degree","Other","5,000 to 9,999 employees","Increased significantly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",2600000,"INR",5,5,7,3,0.01562,0.94,40612,15114.75,0.372174480449128
37,20,40,20,20,0,"Male","Finland","Employed full-time","No","Doctoral degree","Information technology, networking, or system administration","3 to 5 years","University courses","A master's degree","Technology","10,000 or more employees","Increased slightly","More than 10 years","I visited the company's Web site and found a job listing there","Rarely",1e+05,"EUR",6,3,8,2,1.195826,1,119582.6,47593.8748,0.398
29,20,10,40,10,20,"Male","United States","Employed part-time","Sort of (Explain more)","Master's degree","Electrical Engineering","3 to 5 years","Self-taught","High school","Academic","I don't know","Increased slightly","Don't know","Some other way","Always",25000,"USD",5,3,10,1,1,1,25000,110000,4.4
29,10,80,10,0,0,"Male","United States","Employed full-time","No","Master's degree","A social science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","Some college/university study, no bachelor's degree","Retail","I don't know","Increased slightly","Don't know","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",66000,"USD",5,3,10,1,1,1,66000,110000,1.66666666666667
23,30,30,10,10,20,"Male","India","Employed full-time","Sort of (Explain more)","Bachelor's degree","Computer Science","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Mix of fields","10,000 or more employees","Increased slightly","6-10 years","A career fair or on-campus recruiting event","Sometimes",4e+05,"INR",4,2,8,3,0.01562,0.94,6248,15114.75,2.41913412291933
28,15,10,50,25,0,"Male","United States","Independent contractor, freelancer, or self-employed","","Bachelor's degree","Mathematics or statistics","6 to 10 years","University courses","A master's degree","Non-profit","","","","","Sometimes",88000,"USD",4,4,NA,1,1,1,88000,110000,1.25
56,15,0,80,5,0,"Female","United States","Employed full-time","Yes","Doctoral degree","Physics","More than 10 years","Self-taught","A master's degree","Academic","500 to 999 employees","Stayed the same","More than 10 years","A friend, family member, or former colleague told me","Sometimes",80000,"USD",6,5,5,1,1,1,80000,110000,1.375
29,40,40,20,0,0,"Male","India","Employed full-time","Yes","Master's degree","Electrical Engineering","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Pharmaceutical","1,000 to 4,999 employees","Increased slightly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",7e+05,"INR",5,2,6,3,0.01562,0.94,10934,15114.75,1.38236235595391
53,40,50,0,0,10,"Male","Germany","Employed full-time","Yes","Doctoral degree","Physics","More than 10 years","Online courses (coursera, udemy, edx, etc.)","Primary/elementary school","Technology","100 to 499 employees","Increased slightly","1-2 years","I visited the company's Web site and found a job listing there","Sometimes",60000,"EUR",6,5,4,2,1.195826,0.99,71749.56,71749.56,1
24,60,2,24,0,14,"Male","India","Employed full-time","Sort of (Explain more)","Master's degree","Mathematics or statistics","Less than a year","Self-taught","A bachelor's degree","Internet-based","10 to 19 employees","Increased slightly","3-5 years","An external recruiter or headhunter","Most of the time",6e+05,"INR",5,1,2,3,0.01562,0.94,9372,15114.75,1.61275608194622
36,25,0,0,75,0,"Male","Canada","Employed full-time","Sort of (Explain more)","Bachelor's degree","Computer Science","1 to 2 years","University courses","A professional degree","Technology","10 to 19 employees","Increased slightly","1-2 years","A friend, family member, or former colleague told me","Sometimes",150000,"CAD",4,2,2,7,0.823688,0.95,123553.2,74131.92,0.6
44,70,0,30,0,0,"Male","Switzerland","Employed full-time","Yes","Master's degree","Computer Science","3 to 5 years","Self-taught","","Technology","5,000 to 9,999 employees","Increased significantly","3-5 years","A friend, family member, or former colleague told me","Sometimes",150000,"CHF",5,3,7,14,1.043382,0.95,156507.3,104338.2,0.666666666666667
33,0,0,0,100,0,"Male","Pakistan","Employed full-time","Yes","Master's degree","Computer Science","6 to 10 years","University courses","A master's degree","Academic","100 to 499 employees","Increased slightly","1-2 years","An external recruiter or headhunter","Rarely",60000,"PKR",5,4,4,18,0.009476,0.82,6822.72,7580.8,1.11111111111111
26,25,25,25,25,0,"Male","Brazil","Employed full-time","","Master's degree","Electrical Engineering","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Financial","500 to 999 employees","Increased slightly","3-5 years","I visited the company's Web site and found a job listing there","Rarely",3e+05,"BRL",5,3,5,5,0.32135,0.91,96405,32135,0.333333333333333
38,0,0,50,50,0,"Female","Brazil","Employed full-time","Yes","Doctoral degree","Computer Science","More than 10 years","University courses","A doctoral degree","Academic","500 to 999 employees","Increased slightly","More than 10 years","Some other way","Most of the time",35000,"USD",6,5,5,1,1,0.07,35000,32135,0.918142857142857
41,20,30,40,0,10,"Male","Germany","Employed full-time","Yes","Bachelor's degree","Management information systems","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Retail","100 to 499 employees","Increased slightly","6-10 years","A tech-specific job board","Never",78000,"EUR",4,5,4,2,1.195826,0.99,93274.428,71749.56,0.769230769230769
28,30,70,0,0,0,"Non-binary, genderqueer, or gender non-conforming","United States","Independent contractor, freelancer, or self-employed","Sort of (Explain more)","Bachelor's degree","Mathematics or statistics","1 to 2 years","Self-taught","A master's degree","Mix of fields","","","","","Always",30000,"USD",4,2,NA,1,1,1,30000,110000,3.66666666666667
27,50,20,20,0,10,"Male","United States","Employed full-time","Yes","Doctoral degree","Biology","3 to 5 years","Work","High school","Academic","5,000 to 9,999 employees","Stayed the same","Don't know","Some other way","Never",105000,"USD",6,3,7,1,1,1,105000,110000,1.04761904761905
35,25,25,25,25,0,"Male","United States","Independent contractor, freelancer, or self-employed","No","Master's degree","Other","1 to 2 years","Other","A master's degree","Academic","","","","","Always",92000,"USD",5,2,NA,1,1,1,92000,110000,1.19565217391304
23,40,20,40,0,0,"Male","Portugal","Independent contractor, freelancer, or self-employed","Sort of (Explain more)","Some college/university study without earning a bachelor's degree","Engineering (non-computer focused)","1 to 2 years","Work","A master's degree","","","","","","Most of the time",600,"EUR",3,2,NA,2,1.195826,1,717.4956,28699.824,40
31,0,50,50,0,0,"Male","Colombia","Employed full-time","Yes","Bachelor's degree","Electrical Engineering","Less than a year","Self-taught","A bachelor's degree","Technology","20 to 99 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","",20000,"USD",4,1,3,1,1,0.2,20000,18639,0.93195
55,50,40,0,0,10,"Male","United Kingdom","Employed full-time","","Bachelor's degree","Other","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Government","1,000 to 4,999 employees","Decreased significantly","Less than one year","A friend, family member, or former colleague told me","Sometimes",42000,"GBP",4,2,6,4,1.324188,0.96,55615.896,66209.4,1.19047619047619
33,10,20,60,10,0,"Male","United States","Employed full-time","Yes","Master's degree","Mathematics or statistics","3 to 5 years","University courses","A bachelor's degree","Technology","10,000 or more employees","Stayed the same","6-10 years","A friend, family member, or former colleague told me","Sometimes",115000,"USD",5,3,8,1,1,1,115000,110000,0.956521739130435
29,50,10,20,20,0,"Male","United States","Employed full-time","","Doctoral degree","Physics","6 to 10 years","Work","High school","Mix of fields","Fewer than 10 employees","Increased significantly","Less than one year","A friend, family member, or former colleague told me","Always",140000,"USD",6,4,1,1,1,1,140000,110000,0.785714285714286
44,40,50,0,0,10,"Male","United States","Employed full-time","","Doctoral degree","Engineering (non-computer focused)","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","20 to 99 employees","Increased significantly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",140000,"USD",6,4,3,1,1,1,140000,110000,0.785714285714286
27,20,20,50,0,10,"Male","Spain","Employed full-time","","Master's degree","Electrical Engineering","3 to 5 years","Work","A professional degree","Mix of fields","20 to 99 employees","Increased significantly","3-5 years","A friend, family member, or former colleague told me","Rarely",41000,"EUR",5,3,3,2,1.195826,0.98,49028.866,46637.214,0.951219512195122
27,20,50,10,20,0,"Male","Colombia","Employed full-time","","Master's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","10,000 or more employees","Stayed the same","6-10 years","A general-purpose job board","Most of the time",1.5e+08,"COP",5,3,8,17,0.000342,0.8,51300,18639,0.363333333333333
23,0,0,20,20,60,"Male","United States","Employed full-time","Yes","Bachelor's degree","Mathematics or statistics","1 to 2 years","Kaggle competitions","A bachelor's degree","Manufacturing","20 to 99 employees","Increased significantly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",50000,"USD",4,2,3,1,1,1,50000,110000,2.2
35,15,15,10,50,10,"Female","United States","Employed full-time","Sort of (Explain more)","Doctoral degree","Mathematics or statistics","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Academic","1,000 to 4,999 employees","Increased slightly","1-2 years","Some other way","",50000,"USD",6,4,6,1,1,1,50000,110000,2.2
31,10,40,10,40,0,"Female","United States","Employed full-time","","Master's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","High school","Mix of fields","20 to 99 employees","Increased significantly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Always",90000,"USD",5,3,3,1,1,1,90000,110000,1.22222222222222
44,20,5,50,25,0,"Male","United States","Employed full-time","Yes","Doctoral degree","Engineering (non-computer focused)","More than 10 years","University courses","A doctoral degree","Academic","100 to 499 employees","Stayed the same","More than 10 years","A friend, family member, or former colleague told me","Sometimes",88000,"USD",6,5,4,1,1,1,88000,110000,1.25
27,80,10,0,5,5,"Male","Italy","Employed full-time","Sort of (Explain more)","Master's degree","Computer Science","Less than a year","Self-taught","Primary/elementary school","Military/Security","10 to 19 employees","Stayed the same","Less than one year","A general-purpose job board","Never",30000,"EUR",5,1,2,2,1.195826,1,35874.78,45441.388,1.26666666666667
26,30,30,20,20,0,"Male","Finland","Employed full-time","No","Master's degree","Information technology, networking, or system administration","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Academic","1,000 to 4,999 employees","Stayed the same","6-10 years","I visited the company's Web site and found a job listing there","Sometimes",30000,"EUR",5,2,6,2,1.195826,1,35874.78,47593.8748,1.32666666666667
28,15,15,20,40,10,"Male","Chile","Employed part-time","No","Master's degree","Computer Science","3 to 5 years","Self-taught","A bachelor's degree","CRM/Marketing","Fewer than 10 employees","Stayed the same","Less than one year","A general-purpose job board","Sometimes",6e+06,"CLP",5,3,1,34,0.001606,0.71,9636,38544,4
34,90,10,0,0,0,"Male","France","Independent contractor, freelancer, or self-employed","Sort of (Explain more)","Master's degree","","3 to 5 years","Self-taught","A doctoral degree","Hospitality/Entertainment/Sports","","","","","Never",130000,"EUR",5,3,NA,2,1.195826,0.99,155457.38,55605.909,0.357692307692308
49,50,5,40,0,5,"Male","United States","Employed full-time","","Doctoral degree","A social science","More than 10 years","Work","A master's degree","Internet-based","10 to 19 employees","Decreased slightly","3-5 years","A general-purpose job board","Sometimes",132000,"USD",6,5,2,1,1,1,132000,110000,0.833333333333333
63,0,0,50,50,0,"Male","United States","Employed full-time","","Professional degree","","","University courses","A professional degree","Technology","100 to 499 employees","Increased significantly","6-10 years","A friend, family member, or former colleague told me","Most of the time",230000,"USD",2,NA,4,1,1,1,230000,110000,0.478260869565217
32,20,20,0,60,0,"Male","Switzerland","Employed full-time","Yes","Doctoral degree","A humanities discipline","3 to 5 years","University courses","I prefer not to answer","Insurance","500 to 999 employees","Increased slightly","1-2 years","I visited the company's Web site and found a job listing there","Rarely",1e+05,"CHF",6,3,5,14,1.043382,0.95,104338.2,104338.2,1
30,20,10,20,30,20,"Male","Italy","Employed full-time","Yes","Doctoral degree","Computer Science","6 to 10 years","University courses","A bachelor's degree","Internet-based","10,000 or more employees","Increased slightly","More than 10 years","I visited the company's Web site and found a job listing there","Most of the time",25000,"EUR",6,4,8,2,1.195826,1,29895.65,45441.388,1.52
35,30,30,20,20,0,"Female","United States","Employed full-time","","Master's degree","A humanities discipline","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Other","10,000 or more employees","Increased slightly","Don't know","A friend, family member, or former colleague told me","Sometimes",130000,"USD",5,4,8,1,1,1,130000,110000,0.846153846153846
32,0,80,10,0,5,"Male","Brazil","Employed full-time","No","Some college/university study without earning a bachelor's degree","Other","Less than a year","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","20 to 99 employees","Increased slightly","6-10 years","I visited the company's Web site and found a job listing there","Never",38400,"BRL",3,1,3,5,0.32135,0.91,12339.84,32135,2.60416666666667
46,25,25,45,0,5,"Male","United States","Employed full-time","","Doctoral degree","Physics","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Internet-based","100 to 499 employees","Stayed the same","1-2 years","A friend, family member, or former colleague told me","Sometimes",2e+05,"USD",6,5,4,1,1,1,2e+05,110000,0.55
37,40,40,20,0,0,"Male","Mexico","Employed full-time","Sort of (Explain more)","Master's degree","Mathematics or statistics","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","Fewer than 10 employees","Stayed the same","1-2 years","A friend, family member, or former colleague told me","",50000,"USD",5,5,1,1,1,0.14,50000,20309.04,0.4061808
51,90,5,0,5,0,"Male","United States","Employed full-time","Yes","Doctoral degree","Mathematics or statistics","More than 10 years","Self-taught","A bachelor's degree","Academic","500 to 999 employees","Increased slightly","More than 10 years","A friend, family member, or former colleague told me","Sometimes",1e+05,"USD",6,5,5,1,1,1,1e+05,110000,1.1
27,65,5,10,10,10,"Male","United States","Employed full-time","Sort of (Explain more)","Master's degree","Mathematics or statistics","6 to 10 years","Self-taught","A bachelor's degree","Financial","10,000 or more employees","Stayed the same","6-10 years","A career fair or on-campus recruiting event","Most of the time",145000,"USD",5,4,8,1,1,1,145000,110000,0.758620689655172
50,20,20,20,0,20,"Male","France","Employed full-time","Yes","Master's degree","Physics","More than 10 years","Kaggle competitions","A master's degree","Other","20 to 99 employees","Stayed the same","3-5 years","An external recruiter or headhunter","Sometimes",90000,"EUR",5,5,3,2,1.195826,0.99,107624.34,55605.909,0.516666666666667
33,30,10,60,0,0,"Male","Germany","Employed full-time","","Master's degree","Mathematics or statistics","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","Fewer than 10 employees","Increased slightly","3-5 years","Some other way","Sometimes",54000,"EUR",5,3,1,2,1.195826,0.99,64574.604,71749.56,1.11111111111111
38,0,0,0,100,0,"Male","Brazil","Employed full-time","Yes","Master's degree","Mathematics or statistics","More than 10 years","University courses","A bachelor's degree","Telecommunications","10,000 or more employees","Increased slightly","More than 10 years","A tech-specific job board","",110000,"BRL",5,5,8,5,0.32135,0.91,35348.5,32135,0.909090909090909
32,65,5,20,5,5,"Male","United States","Employed full-time","","Doctoral degree","Psychology","6 to 10 years","Self-taught","A master's degree","Internet-based","100 to 499 employees","Stayed the same","Less than one year","A friend, family member, or former colleague told me","Sometimes",72000,"USD",6,4,4,1,1,1,72000,110000,1.52777777777778
30,40,40,10,10,0,"Female","United States","Employed full-time","Sort of (Explain more)","Professional degree","","3 to 5 years","Self-taught","A master's degree","Academic","1,000 to 4,999 employees","Stayed the same","More than 10 years","Some other way","Sometimes",120000,"USD",2,3,6,1,1,1,120000,110000,0.916666666666667
25,20,70,0,10,0,"Male","Canada","Employed full-time","Sort of (Explain more)","Bachelor's degree","Mathematics or statistics","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Other","100 to 499 employees","Increased slightly","Less than one year","A general-purpose job board","Sometimes",67000,"CAD",4,2,4,7,0.823688,0.95,55187.096,74131.92,1.34328358208955
24,90,5,0,5,0,"Male","Canada","Employed full-time","No","Bachelor's degree","Computer Science","3 to 5 years","Self-taught","A bachelor's degree","CRM/Marketing","10,000 or more employees","Stayed the same","3-5 years","A general-purpose job board","Rarely",80000,"CAD",4,3,8,7,0.823688,0.95,65895.04,74131.92,1.125
36,30,30,10,20,10,"Male","Brazil","Employed part-time","","Doctoral degree","Electrical Engineering","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","High school","Financial","20 to 99 employees","Increased slightly","More than 10 years","Some other way","Most of the time",120000,"BRL",6,2,3,5,0.32135,0.91,38562,32135,0.833333333333333
25,20,20,20,40,0,"Male","United States","Employed full-time","Yes","Bachelor's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A doctoral degree","Academic","100 to 499 employees","Increased slightly","More than 10 years","I visited the company's Web site and found a job listing there","Sometimes",33000,"USD",4,3,4,1,1,1,33000,110000,3.33333333333333
36,33,0,20,47,0,"Female","United States","Employed full-time","Yes","Doctoral degree","Other","More than 10 years","University courses","High school","Academic","1,000 to 4,999 employees","Stayed the same","Don't know","A friend, family member, or former colleague told me","Sometimes",140000,"USD",6,5,6,1,1,1,140000,110000,0.785714285714286
28,10,10,70,0,10,"Male","India","Employed full-time","","Bachelor's degree","Computer Science","6 to 10 years","Work","A bachelor's degree","Technology","10,000 or more employees","Increased significantly","6-10 years","A friend, family member, or former colleague told me","Rarely",80000,"USD",4,4,8,1,1,0.04,80000,15114.75,0.188934375
29,25,5,0,70,0,"Male","Germany","Employed part-time","","Master's degree","Physics","1 to 2 years","University courses","High school","Telecommunications","10,000 or more employees","Increased significantly","3-5 years","A tech-specific job board","Never",15000,"EUR",5,2,8,2,1.195826,0.99,17937.39,71749.56,4
41,0,100,0,0,0,"Female","United States","Employed full-time","Sort of (Explain more)","Doctoral degree","Engineering (non-computer focused)","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","100 to 499 employees","Increased slightly","1-2 years","A friend, family member, or former colleague told me","Rarely",120000,"USD",6,5,4,1,1,1,120000,110000,0.916666666666667
45,25,0,0,75,0,"Male","United States","Employed full-time","Yes","Doctoral degree","Mathematics or statistics","More than 10 years","University courses","A master's degree","Academic","1,000 to 4,999 employees","","More than 10 years","A friend, family member, or former colleague told me","Sometimes",122000,"USD",6,5,6,1,1,1,122000,110000,0.901639344262295
35,30,60,10,0,0,"Male","France","Employed full-time","No","Doctoral degree","Information technology, networking, or system administration","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Technology","20 to 99 employees","Stayed the same","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",60,"EUR",6,2,3,2,1.195826,0.99,71749.56,55605.909,0.775
27,20,30,40,10,0,"Male","United States","Employed full-time","","Master's degree","A social science","3 to 5 years","Self-taught","A professional degree","Technology","10,000 or more employees","Increased significantly","3-5 years","A friend, family member, or former colleague told me","Sometimes",170000,"USD",5,3,8,1,1,1,170000,110000,0.647058823529412
34,20,70,10,0,0,"Male","Belgium","Employed full-time","No","Master's degree","","Less than a year","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Retail","10,000 or more employees","Stayed the same","1-2 years","An external recruiter or headhunter","Sometimes",56000,"EUR",5,1,8,2,1.195826,1,66966.256,65650.8474,0.980357142857143
30,50,0,50,0,0,"Male","United States","Employed full-time","","Bachelor's degree","Engineering (non-computer focused)","6 to 10 years","Self-taught","A bachelor's degree","Financial","20 to 99 employees","Increased slightly","3-5 years","I visited the company's Web site and found a job listing there","Never",185000,"USD",4,4,3,1,1,1,185000,110000,0.594594594594595
31,10,10,30,0,40,"Male","United States","Employed full-time","Yes","Doctoral degree","Biology","6 to 10 years","Other","Primary/elementary school","Academic","Fewer than 10 employees","Increased slightly","6-10 years","A career fair or on-campus recruiting event","Most of the time",50000,"USD",6,4,1,1,1,1,50000,110000,2.2
41,40,10,50,0,0,"Male","Germany","Employed full-time","Sort of (Explain more)","Master's degree","Mathematics or statistics","More than 10 years","University courses","I prefer not to answer","CRM/Marketing","20 to 99 employees","Decreased slightly","3-5 years","An external recruiter or headhunter","Sometimes",90000,"EUR",5,5,3,2,1.195826,0.99,107624.34,71749.56,0.666666666666667
30,30,70,0,0,0,"Male","Australia","Employed full-time","","Master's degree","Computer Science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Mix of fields","100 to 499 employees","Increased slightly","1-2 years","A general-purpose job board","Sometimes",160000,"AUD",5,3,4,8,0.80231,0.98,128369.6,96277.2,0.75
28,20,30,50,0,0,"Male","Brazil","Employed full-time","Sort of (Explain more)","Bachelor's degree","Mathematics or statistics","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","CRM/Marketing","10 to 19 employees","Increased significantly","Less than one year","Some other way","Sometimes",85,"BRL",4,4,2,5,0.32135,0.91,27314.75,32135,1.17647058823529
30,25,25,50,0,0,"Female","United States","Employed full-time","","Master's degree","Other","3 to 5 years","Work","A master's degree","Internet-based","10,000 or more employees","Increased significantly","More than 10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",130000,"USD",5,3,8,1,1,1,130000,110000,0.846153846153846
31,40,0,0,50,10,"Male","New Zealand","Employed full-time","","Doctoral degree","Mathematics or statistics","Less than a year","Self-taught","A master's degree","Telecommunications","100 to 499 employees","Increased significantly","1-2 years","I visited the company's Web site and found a job listing there","Never",80000,"NZD",6,1,4,27,0.727801,1,58224.08,61863.085,1.0625
34,25,25,0,0,50,"Male","Poland","Employed full-time","Sort of (Explain more)","Master's degree","Mathematics or statistics","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","High school","Financial","10,000 or more employees","Increased slightly","1-2 years","A general-purpose job board","Never",144000,"PLN",5,4,8,11,0.281104,0.92,40478.976,25299.36,0.625
24,5,10,15,70,0,"Female","United States","Employed full-time","Sort of (Explain more)","Master's degree","A humanities discipline","1 to 2 years","University courses","","Non-profit","500 to 999 employees","Stayed the same","3-5 years","A career fair or on-campus recruiting event","",70000,"USD",5,2,5,1,1,1,70000,110000,1.57142857142857
38,80,15,5,0,0,"Female","United States","Employed full-time","","Doctoral degree","A social science","More than 10 years","University courses","High school","Mix of fields","20 to 99 employees","Decreased significantly","3-5 years","A friend, family member, or former colleague told me","Sometimes",150000,"USD",6,5,3,1,1,1,150000,110000,0.733333333333333
27,50,20,30,0,0,"Male","Brazil","Employed full-time","","Master's degree","Engineering (non-computer focused)","3 to 5 years","Work","A master's degree","Telecommunications","1,000 to 4,999 employees","Stayed the same","Less than one year","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",60000,"USD",5,3,6,1,1,0.07,60000,32135,0.535583333333333
34,50,30,20,0,0,"Male","United States","Employed full-time","","Bachelor's degree","","More than 10 years","Self-taught","A master's degree","Other","100 to 499 employees","Increased slightly","Less than one year","A friend, family member, or former colleague told me","Never",96000,"USD",4,5,4,1,1,1,96000,110000,1.14583333333333
24,60,20,15,5,0,"Male","United States","Independent contractor, freelancer, or self-employed","Yes","Master's degree","Mathematics or statistics","3 to 5 years","University courses","A master's degree","Mix of fields","","","","","",130000,"USD",5,3,NA,1,1,1,130000,110000,0.846153846153846
30,50,50,0,0,0,"Male","United States","Employed full-time","","Master's degree","","1 to 2 years","University courses","Some college/university study, no bachelor's degree","CRM/Marketing","20 to 99 employees","Increased slightly","Don't know","A friend, family member, or former colleague told me","Sometimes",70000,"USD",5,2,3,1,1,1,70000,110000,1.57142857142857
28,97,3,0,0,0,"Female","United States","Independent contractor, freelancer, or self-employed","Yes","Master's degree","Psychology","3 to 5 years","Self-taught","A bachelor's degree","Academic","","","","","Most of the time",34000,"USD",5,3,NA,1,1,1,34000,110000,3.23529411764706
53,50,0,50,0,0,"Male","Colombia","Employed full-time","","Master's degree","Computer Science","6 to 10 years","Self-taught","Primary/elementary school","Academic","500 to 999 employees","Increased slightly","1-2 years","A career fair or on-campus recruiting event","Sometimes",6e+07,"COP",5,4,5,17,0.000342,0.8,20520,18639,0.908333333333333
37,0,10,30,30,30,"Male","United States","Employed full-time","","Master's degree","Other","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Mix of fields","20 to 99 employees","Stayed the same","1-2 years","A tech-specific job board","Sometimes",110000,"USD",5,2,3,1,1,1,110000,110000,1
44,60,10,10,20,0,"Male","United States","Employed full-time","","Master's degree","Computer Science","1 to 2 years","University courses","High school","Technology","1,000 to 4,999 employees","Decreased significantly","3-5 years","A tech-specific job board","Always",152000,"USD",5,2,6,1,1,1,152000,110000,0.723684210526316
27,20,20,60,0,0,"Male","Pakistan","Employed full-time","Yes","Master's degree","Mathematics or statistics","3 to 5 years","Work","A master's degree","Insurance","100 to 499 employees","Stayed the same","3-5 years","Some other way","Sometimes",1800000,"PKR",5,3,4,18,0.009476,0.82,17056.8,7580.8,0.444444444444444
26,10,20,30,40,0,"Male","United States","Employed full-time","","Master's degree","A humanities discipline","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A professional degree","Retail","10,000 or more employees","Increased significantly","Don't know","A general-purpose job board","Sometimes",104000,"USD",5,3,8,1,1,1,104000,110000,1.05769230769231
